2025-12-21 17:58:12 | WARNING  | feature.registry | Registry file not found at C:\Users\hanji\Documents\github\RL_pj\indicator_machinlearning\data\features.json. Starting empty.
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: MOMENTUM_VORTEX_V1 (Vortex Indicator)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: MOMENTUM_PMO_V1 (Price Momentum Oscillator)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: MOMENTUM_EFI_V1 (Elders Force Index)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: MOMENTUM_PAM_V1 (Price Action Momentum)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: VOLATILITY_UI_V1 (Ulcer Index)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: VOLATILITY_BB_ADV_V1 (Bollinger Advanced)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: VOLATILITY_CV_V1 (Chaikin Volatility)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: VOLATILITY_RVI_V1 (Relative Volatility Index)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: VOLATILITY_ENV_V1 (Moving Average Envelope)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: VOLATILITY_STD_V1 (Standard Deviation)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: VOLATILITY_KALMAN_V1 (Kalman Filter)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: VOLUME_ADL_V1 (Accumulation/Distribution)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: VOLUME_CHO_V1 (Chaikin Oscillator)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: VOLUME_PVT_V1 (Price and Volume Trend)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: VOLUME_VROC_V1 (Volume ROC)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: ADAPTIVE_KAMA_V1 (Kaufman Adaptive MA)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: ADAPTIVE_RAVI_V1 (RAVI)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: ADAPTIVE_KALMAN_V1 (Adaptive Kalman Filter)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: ADAPTIVE_POLARITY_V1 (Polarity Switcher)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: PA_PIVOT_V1 (Pivot Points)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: PA_FIBO_V1 (Fibonacci Retracement)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: PA_SR_V1 (S&R Levels)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: PA_VP_V1 (Volume Profile Proxy)
2025-12-21 17:58:12 | INFO     | feature.registry | Registered feature: PATTERN_HEIKIN_V1 (Heikin Ashi)
2025-12-21 17:59:20 | INFO     | feature.custom_loader | Scanning for custom indicators in: C:\Users\hanji\Documents\github\RL_pj\indicator_machinlearning\src\features\custom
2025-12-21 17:59:20 | INFO     | feature.custom_loader | Loaded Custom Feature: VMA (Variable Moving Average)
2025-12-21 17:59:20 | INFO     | main | >>> [Vibe Launcher] Starting Meta-Optimization Engine...
2025-12-21 17:59:20 | INFO     | orchestration.loop | >>> [System] Initializing Vibe Engine (Dynamic Evolved)...
2025-12-21 17:59:20 | INFO     | feature.registry | Loaded 50 features from registry.
2025-12-21 17:59:20 | INFO     | feature.registry | Loaded 50 features from registry.
2025-12-21 17:59:20 | INFO     | orchestration.loop | >>> [Data] Initializing DataLoader for BTC...
2025-12-21 17:59:20 | INFO     | data.loader | >>> [Data] Fetching Market Data for BTC...
2025-12-21 17:59:21 | INFO     | data.loader | >>> [Data] Fetching Macro & Context Assets...
2025-12-21 17:59:26 | INFO     | data.loader | >>> [Data] Fetching Deep Macro (FRED)...
2025-12-21 17:59:29 | INFO     | data.loader | >>> [Data] Complete. Shape: (350, 18). Columns: ['open', 'high', 'low', 'close', 'volume', 'spy_close', 'tlt_close', 'gld_close', 'vix_close', 'us10y_close', 'dx_close', 'hyg_close', 'uso_close', 'xlk_close', 'xle_close', 't10y2y', 'unrate', 'fedfunds']
2025-12-21 17:59:29 | INFO     | orchestration.loop | >>> [Data] Loaded 350 bars (QQQ + SPY + VIX + Macro)
2025-12-21 17:59:29 | INFO     | orchestration.loop | >>> [System] Found 0 past experiments. Resuming from #1...
2025-12-21 17:59:29 | INFO     | orchestration.loop | 
=== Experiment 1 ===
2025-12-21 17:59:29 | INFO     | orchestration.loop | >>> [Regime] Trend=-0.45, VolLevel=1.23, Shock=False
2025-12-21 17:59:29 | INFO     | meta.agent | [MetaAgent] Regime Detected: BEAR_TREND (Trend: -0.45, VIX: 1.23)
2025-12-21 17:59:29 | INFO     | meta.q_learning |     [RL] Exploration (e=0.20) -> VOLATILITY_BREAK
2025-12-21 17:59:29 | INFO     | orchestration.loop | >>> [Agent] Proposed: VOLATILITY_BREAK | Params: {}
2025-12-21 17:59:29 | INFO     | feature.registry | Loaded 50 features from registry.
2025-12-21 17:59:29 | INFO     | orchestration.loop | >>> [Result] APPROVED | Reward: 1.878 (S:-0.01 T:68 W:0.52 R:-0.006)
2025-12-21 17:59:29 | INFO     | meta.q_learning |     [RL] Updated Q(BEAR_TREND, VOLATILITY_BREAK): -0.006 -> 0.183 | Reward: 1.878
2025-12-21 17:59:30 | INFO     | orchestration.loop | 
=== Experiment 2 ===
2025-12-21 17:59:30 | INFO     | orchestration.loop | >>> [Regime] Trend=-0.45, VolLevel=1.23, Shock=False
2025-12-21 17:59:30 | INFO     | meta.agent | [MetaAgent] Regime Detected: BEAR_TREND (Trend: -0.45, VIX: 1.23)
2025-12-21 17:59:30 | INFO     | meta.q_learning |     [RL] Exploitation (State: BEAR_TREND) -> VOLATILITY_BREAK | Q-Vals: [0.007, 0.0, np.float64(0.183), -0.008, -0.005, -0.002]
2025-12-21 17:59:30 | INFO     | orchestration.loop | >>> [Agent] Proposed: VOLATILITY_BREAK | Params: {}
2025-12-21 17:59:30 | INFO     | feature.registry | Loaded 50 features from registry.
2025-12-21 17:59:31 | INFO     | orchestration.loop | >>> [Result] APPROVED | Reward: 4.277 (S:0.11 T:25 W:0.57 R:0.109)
2025-12-21 17:59:31 | INFO     | meta.q_learning |     [RL] Updated Q(BEAR_TREND, VOLATILITY_BREAK): 0.183 -> 0.609 | Reward: 4.277
2025-12-21 17:59:32 | INFO     | orchestration.loop | >>> [System] Max experiments reached. Stopping.
2025-12-21 18:17:06 | INFO     | feature.custom_loader | Scanning for custom indicators in: C:\Users\hanji\Documents\github\RL_pj\indicator_machinlearning\src\features\custom
2025-12-21 18:17:06 | INFO     | feature.custom_loader | Loaded Custom Feature: VMA (Variable Moving Average)
2025-12-21 18:17:06 | INFO     | main | >>> [Vibe Launcher] Starting Meta-Optimization Engine...
2025-12-21 18:17:06 | INFO     | orchestration.loop | >>> [System] Initializing Vibe Engine (Dynamic Evolved)...
2025-12-21 18:17:06 | INFO     | feature.registry | Loaded 50 features from registry.
2025-12-21 18:17:06 | INFO     | feature.registry | Loaded 50 features from registry.
2025-12-21 18:17:06 | INFO     | meta.q_learning | >>> [RL] Q-Table loaded.
2025-12-21 18:17:06 | INFO     | orchestration.loop | >>> [Data] Initializing DataLoader for TQQQ...
2025-12-21 18:17:06 | INFO     | data.loader | >>> [Data] Fetching Market Data for TQQQ...
2025-12-21 18:17:07 | INFO     | data.loader | >>> [Data] Fetching Macro & Context Assets...
2025-12-21 18:17:13 | INFO     | data.loader | >>> [Data] Fetching Deep Macro (FRED)...
2025-12-21 18:17:14 | INFO     | data.loader | >>> [Data] Complete. Shape: (2759, 18). Columns: ['open', 'high', 'low', 'close', 'volume', 'spy_close', 'tlt_close', 'gld_close', 'vix_close', 'us10y_close', 'dx_close', 'hyg_close', 'uso_close', 'xlk_close', 'xle_close', 't10y2y', 'unrate', 'fedfunds']
2025-12-21 18:17:14 | INFO     | orchestration.loop | >>> [Data] Loaded 2759 bars (QQQ + SPY + VIX + Macro)
2025-12-21 18:17:14 | INFO     | orchestration.loop | >>> [System] Found 2 past experiments. Resuming from #3...
2025-12-21 18:17:14 | INFO     | orchestration.loop | >>> [System] Max experiments reached. Stopping.
2025-12-21 18:18:20 | INFO     | feature.custom_loader | Scanning for custom indicators in: C:\Users\hanji\Documents\github\RL_pj\indicator_machinlearning\src\features\custom
2025-12-21 18:18:20 | INFO     | feature.custom_loader | Loaded Custom Feature: VMA (Variable Moving Average)
2025-12-21 18:18:20 | INFO     | main | >>> [Vibe Launcher] Starting Meta-Optimization Engine...
2025-12-21 18:18:20 | INFO     | orchestration.loop | >>> [System] Initializing Vibe Engine (Dynamic Evolved)...
2025-12-21 18:18:20 | INFO     | feature.registry | Loaded 50 features from registry.
2025-12-21 18:18:20 | INFO     | feature.registry | Loaded 50 features from registry.
2025-12-21 18:18:20 | INFO     | meta.q_learning | >>> [RL] Q-Table loaded.
2025-12-21 18:18:20 | INFO     | orchestration.loop | >>> [Data] Initializing DataLoader for TQQQ...
2025-12-21 18:18:20 | INFO     | data.loader | >>> [Data] Fetching Market Data for TQQQ...
2025-12-21 18:18:21 | INFO     | data.loader | >>> [Data] Fetching Macro & Context Assets...
2025-12-21 18:18:26 | INFO     | data.loader | >>> [Data] Fetching Deep Macro (FRED)...
2025-12-21 18:18:27 | INFO     | data.loader | >>> [Data] Complete. Shape: (2759, 18). Columns: ['open', 'high', 'low', 'close', 'volume', 'spy_close', 'tlt_close', 'gld_close', 'vix_close', 'us10y_close', 'dx_close', 'hyg_close', 'uso_close', 'xlk_close', 'xle_close', 't10y2y', 'unrate', 'fedfunds']
2025-12-21 18:18:27 | INFO     | orchestration.loop | >>> [Data] Loaded 2759 bars (QQQ + SPY + VIX + Macro)
2025-12-21 18:18:27 | INFO     | orchestration.loop | >>> [System] Found 2 past experiments. Resuming from #3...
2025-12-21 18:18:27 | INFO     | orchestration.loop | >>> [System] Max experiments reached. Stopping.
2025-12-21 18:19:13 | INFO     | feature.custom_loader | Scanning for custom indicators in: C:\Users\hanji\Documents\github\RL_pj\indicator_machinlearning\src\features\custom
2025-12-21 18:19:13 | INFO     | feature.custom_loader | Loaded Custom Feature: VMA (Variable Moving Average)
2025-12-21 18:19:13 | INFO     | main | >>> [Vibe Launcher] Starting Meta-Optimization Engine...
2025-12-21 18:19:13 | INFO     | orchestration.loop | DEBUG: Config MAX_EXPERIMENTS=2, Resolved max_exps=2, Counter Start=0
2025-12-21 18:19:13 | INFO     | orchestration.loop | >>> [System] Initializing Vibe Engine (Dynamic Evolved)...
2025-12-21 18:19:13 | INFO     | feature.registry | Loaded 50 features from registry.
2025-12-21 18:19:13 | INFO     | feature.registry | Loaded 50 features from registry.
2025-12-21 18:19:13 | INFO     | meta.q_learning | >>> [RL] Q-Table loaded.
2025-12-21 18:19:13 | INFO     | orchestration.loop | >>> [Data] Initializing DataLoader for TQQQ...
2025-12-21 18:19:13 | INFO     | data.loader | >>> [Data] Fetching Market Data for TQQQ...
2025-12-21 18:19:14 | INFO     | data.loader | >>> [Data] Fetching Macro & Context Assets...
2025-12-21 18:19:20 | INFO     | data.loader | >>> [Data] Fetching Deep Macro (FRED)...
2025-12-21 18:19:21 | INFO     | data.loader | >>> [Data] Complete. Shape: (2759, 18). Columns: ['open', 'high', 'low', 'close', 'volume', 'spy_close', 'tlt_close', 'gld_close', 'vix_close', 'us10y_close', 'dx_close', 'hyg_close', 'uso_close', 'xlk_close', 'xle_close', 't10y2y', 'unrate', 'fedfunds']
2025-12-21 18:19:21 | INFO     | orchestration.loop | >>> [Data] Loaded 2759 bars (QQQ + SPY + VIX + Macro)
2025-12-21 18:19:21 | INFO     | orchestration.loop | >>> [System] Found 2 past experiments. Resuming from #3...
2025-12-21 18:19:21 | INFO     | orchestration.loop | >>> [System] Max experiments reached. Stopping.
2025-12-21 18:20:01 | INFO     | feature.custom_loader | Scanning for custom indicators in: C:\Users\hanji\Documents\github\RL_pj\indicator_machinlearning\src\features\custom
2025-12-21 18:20:01 | INFO     | feature.custom_loader | Loaded Custom Feature: VMA (Variable Moving Average)
2025-12-21 18:20:01 | INFO     | main | >>> [Vibe Launcher] Starting Meta-Optimization Engine...
2025-12-21 18:20:01 | INFO     | orchestration.loop | DEBUG: Config MAX_EXPERIMENTS=10, Resolved max_exps=10, Counter Start=0
2025-12-21 18:20:01 | INFO     | orchestration.loop | >>> [System] Initializing Vibe Engine (Dynamic Evolved)...
2025-12-21 18:20:01 | INFO     | feature.registry | Loaded 50 features from registry.
2025-12-21 18:20:01 | INFO     | feature.registry | Loaded 50 features from registry.
2025-12-21 18:20:01 | INFO     | meta.q_learning | >>> [RL] Q-Table loaded.
2025-12-21 18:20:01 | INFO     | orchestration.loop | >>> [Data] Initializing DataLoader for TQQQ...
2025-12-21 18:20:01 | INFO     | data.loader | >>> [Data] Fetching Market Data for TQQQ...
2025-12-21 18:20:02 | INFO     | data.loader | >>> [Data] Fetching Macro & Context Assets...
2025-12-21 18:20:07 | INFO     | data.loader | >>> [Data] Fetching Deep Macro (FRED)...
2025-12-21 18:20:07 | INFO     | data.loader | >>> [Data] Complete. Shape: (2759, 18). Columns: ['open', 'high', 'low', 'close', 'volume', 'spy_close', 'tlt_close', 'gld_close', 'vix_close', 'us10y_close', 'dx_close', 'hyg_close', 'uso_close', 'xlk_close', 'xle_close', 't10y2y', 'unrate', 'fedfunds']
2025-12-21 18:20:07 | INFO     | orchestration.loop | >>> [Data] Loaded 2759 bars (QQQ + SPY + VIX + Macro)
2025-12-21 18:20:07 | INFO     | orchestration.loop | >>> [System] Found 2 past experiments. Resuming from #3...
2025-12-21 18:20:07 | INFO     | orchestration.loop | 
=== Experiment 3 ===
2025-12-21 18:20:07 | INFO     | orchestration.loop | >>> [Regime] Trend=0.00, VolLevel=1.00, Shock=False
2025-12-21 18:20:07 | INFO     | meta.agent | [MetaAgent] Regime Detected: SIDEWAYS (Trend: 0.00, VIX: 1.00)
2025-12-21 18:20:07 | INFO     | meta.q_learning |     [RL] Exploitation (State: SIDEWAYS) -> TREND_FOLLOWING | Q-Vals: [0.008, -0.001, -0.003, -0.003, 0.008, -0.005]
2025-12-21 18:20:07 | INFO     | orchestration.loop | >>> [Agent] Proposed: TREND_FOLLOWING | Params: {}
2025-12-21 18:20:07 | INFO     | feature.registry | Loaded 50 features from registry.
2025-12-21 18:20:08 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:08 | INFO     | l2.ml_guard | [ML Guard] Training on 2163 samples with 10 features. Objective: multiclass
2025-12-21 18:20:09 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.9172
2025-12-21 18:20:09 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:09 | INFO     | l2.ml_guard | [ML Guard] Training on 2163 samples with 10 features. Objective: multiclass
2025-12-21 18:20:10 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.9223
2025-12-21 18:20:10 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:10 | INFO     | l2.ml_guard | [ML Guard] Training on 2163 samples with 10 features. Objective: multiclass
2025-12-21 18:20:10 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.9237
2025-12-21 18:20:10 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:10 | INFO     | l2.ml_guard | [ML Guard] Training on 2163 samples with 10 features. Objective: multiclass
2025-12-21 18:20:10 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.9034
2025-12-21 18:20:10 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:10 | INFO     | l2.ml_guard | [ML Guard] Training on 2188 samples with 10 features. Objective: multiclass
2025-12-21 18:20:10 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.9177
2025-12-21 18:20:10 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:10 | INFO     | l2.ml_guard | [ML Guard] Training on 2737 samples with 10 features. Objective: multiclass
2025-12-21 18:20:10 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.8944
2025-12-21 18:20:10 | INFO     | orchestration.loop | >>> [Result] APPROVED | Reward: 3.382 (S:0.08 T:195 W:0.56 R:0.048)
2025-12-21 18:20:10 | INFO     | meta.q_learning |     [RL] Updated Q(SIDEWAYS, TREND_FOLLOWING): 0.008 -> 0.346 | Reward: 3.382
2025-12-21 18:20:11 | INFO     | orchestration.loop | 
=== Experiment 4 ===
2025-12-21 18:20:11 | INFO     | orchestration.loop | >>> [Regime] Trend=0.00, VolLevel=1.00, Shock=False
2025-12-21 18:20:11 | INFO     | meta.agent | [MetaAgent] Regime Detected: SIDEWAYS (Trend: 0.00, VIX: 1.00)
2025-12-21 18:20:11 | INFO     | meta.q_learning |     [RL] Exploitation (State: SIDEWAYS) -> TREND_FOLLOWING | Q-Vals: [np.float64(0.346), -0.001, -0.003, -0.003, 0.008, -0.005]
2025-12-21 18:20:11 | INFO     | orchestration.loop | >>> [Agent] Proposed: TREND_FOLLOWING | Params: {}
2025-12-21 18:20:11 | INFO     | feature.registry | Loaded 50 features from registry.
2025-12-21 18:20:11 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:11 | INFO     | l2.ml_guard | [ML Guard] Training on 2163 samples with 10 features. Objective: multiclass
2025-12-21 18:20:11 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.9163
2025-12-21 18:20:11 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:11 | INFO     | l2.ml_guard | [ML Guard] Training on 2163 samples with 10 features. Objective: multiclass
2025-12-21 18:20:11 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.9126
2025-12-21 18:20:11 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:12 | INFO     | l2.ml_guard | [ML Guard] Training on 2163 samples with 10 features. Objective: multiclass
2025-12-21 18:20:12 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.9223
2025-12-21 18:20:12 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:12 | INFO     | l2.ml_guard | [ML Guard] Training on 2163 samples with 10 features. Objective: multiclass
2025-12-21 18:20:12 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.8914
2025-12-21 18:20:12 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:12 | INFO     | l2.ml_guard | [ML Guard] Training on 2188 samples with 10 features. Objective: multiclass
2025-12-21 18:20:12 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.9072
2025-12-21 18:20:12 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:12 | INFO     | l2.ml_guard | [ML Guard] Training on 2737 samples with 10 features. Objective: multiclass
2025-12-21 18:20:12 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.8955
2025-12-21 18:20:12 | INFO     | orchestration.loop | >>> [Result] APPROVED | Reward: 3.050 (S:0.06 T:205 W:0.55 R:0.036)
2025-12-21 18:20:12 | INFO     | meta.q_learning |     [RL] Updated Q(SIDEWAYS, TREND_FOLLOWING): 0.346 -> 0.648 | Reward: 3.050
2025-12-21 18:20:13 | INFO     | orchestration.loop | 
=== Experiment 5 ===
2025-12-21 18:20:13 | INFO     | orchestration.loop | >>> [Regime] Trend=0.00, VolLevel=1.00, Shock=False
2025-12-21 18:20:13 | INFO     | meta.agent | [MetaAgent] Regime Detected: SIDEWAYS (Trend: 0.00, VIX: 1.00)
2025-12-21 18:20:13 | INFO     | meta.q_learning |     [RL] Exploitation (State: SIDEWAYS) -> TREND_FOLLOWING | Q-Vals: [np.float64(0.648), -0.001, -0.003, -0.003, 0.008, -0.005]
2025-12-21 18:20:13 | INFO     | orchestration.loop | >>> [Agent] Proposed: TREND_FOLLOWING | Params: {}
2025-12-21 18:20:13 | INFO     | feature.registry | Loaded 50 features from registry.
2025-12-21 18:20:13 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:13 | INFO     | l2.ml_guard | [ML Guard] Training on 2163 samples with 7 features. Objective: multiclass
2025-12-21 18:20:14 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.9223
2025-12-21 18:20:14 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:14 | INFO     | l2.ml_guard | [ML Guard] Training on 2163 samples with 7 features. Objective: multiclass
2025-12-21 18:20:14 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.9209
2025-12-21 18:20:14 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:14 | INFO     | l2.ml_guard | [ML Guard] Training on 2163 samples with 7 features. Objective: multiclass
2025-12-21 18:20:14 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.9214
2025-12-21 18:20:14 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:14 | INFO     | l2.ml_guard | [ML Guard] Training on 2163 samples with 7 features. Objective: multiclass
2025-12-21 18:20:14 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.9043
2025-12-21 18:20:14 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:14 | INFO     | l2.ml_guard | [ML Guard] Training on 2188 samples with 7 features. Objective: multiclass
2025-12-21 18:20:14 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.9209
2025-12-21 18:20:14 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:14 | INFO     | l2.ml_guard | [ML Guard] Training on 2737 samples with 7 features. Objective: multiclass
2025-12-21 18:20:14 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.8944
2025-12-21 18:20:14 | INFO     | orchestration.loop | >>> [Result] APPROVED | Reward: 3.416 (S:0.08 T:199 W:0.57 R:0.048)
2025-12-21 18:20:14 | INFO     | meta.q_learning |     [RL] Updated Q(SIDEWAYS, TREND_FOLLOWING): 0.648 -> 0.983 | Reward: 3.416
2025-12-21 18:20:15 | INFO     | orchestration.loop | 
=== Experiment 6 ===
2025-12-21 18:20:15 | INFO     | orchestration.loop | >>> [Regime] Trend=0.00, VolLevel=1.00, Shock=False
2025-12-21 18:20:15 | INFO     | meta.agent | [MetaAgent] Regime Detected: SIDEWAYS (Trend: 0.00, VIX: 1.00)
2025-12-21 18:20:15 | INFO     | meta.q_learning |     [RL] Exploitation (State: SIDEWAYS) -> TREND_FOLLOWING | Q-Vals: [np.float64(0.983), -0.001, -0.003, -0.003, 0.008, -0.005]
2025-12-21 18:20:15 | INFO     | orchestration.loop | >>> [Agent] Proposed: TREND_FOLLOWING | Params: {}
2025-12-21 18:20:15 | INFO     | feature.registry | Loaded 50 features from registry.
2025-12-21 18:20:15 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:15 | INFO     | l2.ml_guard | [ML Guard] Training on 2163 samples with 4 features. Objective: multiclass
2025-12-21 18:20:15 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.8784
2025-12-21 18:20:15 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:15 | INFO     | l2.ml_guard | [ML Guard] Training on 2163 samples with 4 features. Objective: multiclass
2025-12-21 18:20:16 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.8747
2025-12-21 18:20:16 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:16 | INFO     | l2.ml_guard | [ML Guard] Training on 2163 samples with 4 features. Objective: multiclass
2025-12-21 18:20:16 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.8599
2025-12-21 18:20:16 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:16 | INFO     | l2.ml_guard | [ML Guard] Training on 2163 samples with 4 features. Objective: multiclass
2025-12-21 18:20:16 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.8479
2025-12-21 18:20:16 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:16 | INFO     | l2.ml_guard | [ML Guard] Training on 2188 samples with 4 features. Objective: multiclass
2025-12-21 18:20:16 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.8679
2025-12-21 18:20:16 | INFO     | l2.ml_guard | [ML Guard] Starting training...
2025-12-21 18:20:16 | INFO     | l2.ml_guard | [ML Guard] Training on 2737 samples with 4 features. Objective: multiclass
2025-12-21 18:20:16 | INFO     | l2.ml_guard | [ML Guard] Training completed. Accuracy: 0.8418
